#draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1951,3,7,BOS,John,Furlong,NULL,Pepperdine,N
1951,3,8,ROC,Fred,Diute,DIUTEFR01,St. Bonaventure,N
1951,3,9,PH1,Bob,Schloss,NULL,Georgia,N
1951,3,10,MIE,Bob,Payne,NULL,Oregon State,N
1951,4,1,BA1,Bill,Hagler,NULL,California,N
1951,4,2,TRI,Jim,Slaughter,SLAUGJI01,South Carolina,N
1951,4,3,INI,Bill,Tosheff,TOSHEBI01,Indiana,N
1951,4,4,FTW,Herb,Hargett,NULL,Mississippi State,N
1951,4,5,SYR,Paul,Horvath,NULL,North Carolina State,N
1951,4,6,NYK,Lloyd,Sandstrom,NULL,St. Thomas,N
1951,4,7,BOS,Bob,Barnett,NULL,Evansville,N
1951,4,8,ROC,Elmer,Behnke,BEHNKEL01,Bradley,N
1951,4,9,PH1,Jud,Milhon,NULL,Ohio Wesleyan,N
1951,4,10,MIE,Gale,McArthur,NULL,Oklahoma A&M,N
1951,5,1,BA1,Leroy,Ishman,NULL,American,N
1951,5,2,TRI,Bob,Sakel,NULL,Evansville,N
1951,5,3,INI,Bob,Pierce,NULL,Nebraska,N
1951,5,4,FTW,Leo,Johnson,NULL,Arizona,N
1951,5,5,SYR,Glen,Anderson,NULL,Colorado A&M,N
1951,5,6,NYK,Tom,Smith,SMITHTO02,St. Peter's,N
1951,5,7,BOS,Rip,Gish,NULL,Western Kentucky,N
1951,5,8,ROC,Dan,Bagley,NULL,Notre Dame,N
1951,5,9,PH1,Mike,Kearns,KEARNMI01,Princeton,N
1951,5,10,MIE,Leo,Vander Kuy,NULL,Michigan,N
1951,6,1,BA1,Glen,Duggins,NULL,Utah,N
1951,6,2,TRI,John,Rennicke,RENNIJO01,Drake,N
1951,6,3,INI,Marv,Johnson,NULL,Wheaton,N
1951,6,4,FTW,Frank,Clasbeek,NULL,Iowa,N
1951,6,5,SYR,Bob,Wheeler,NULL,Idaho,N
1951,6,6,NYK,Al,McGuire,MCGUIAL01,St. John's,N
1951,6,7,BOS,Jim,Luisi,LUISIJI01,St. Francis (NY),N
1951,6,8,ROC,Jim,Ove,NULL,Valparaiso,N
1951,6,9,PH1,Bob,Swails,NULL,Indiana Central,N
1951,6,10,MIE,Deward,Dopson,NULL,Arkansas Polytechnic,N
1951,7,1,BA1,Tom,Riach,NULL,Southern California,N
1951,7,2,TRI,Bob,Ambler,NULL,Arkansas,N
1951,7,3,INI,Ted,Beach,NULL,Illinois,N
1951,7,4,FTW,Jim,Ramstead,NULL,Stanford,N
1951,7,5,SYR,Roy,Reardon,NULL,St. Francis (NY),N
1951,7,6,NYK,Sid,Ryen,NULL,Denver,N
1951,7,7,BOS,John,Azary,NULL,Columbia,N
1951,7,8,ROC,John,Brown,NULL,Southern Methodist,N
1951,7,9,PH1,George,Dempsey,DEMPSGE01,King's,N
1951,7,10,MIE,Ed,Head,NULL,Kansas State,N
1951,8,1,BA1,Bill,Harper,NULL,Oregon State,N
1951,8,2,TRI,Aaron,Preece,NULL,Bradley,N
1951,8,3,INI,George,Kelly,NULL,Vanderbilt,N
1951,8,4,FTW,John,Manning,NULL,Duquesne,N
1951,8,5,SYR,Tom,Jockle,NULL,Syracuse,N
1951,8,6,BOS,Hugo,Kappler,NULL,North Carolina,N
1951,8,7,ROC,George,Davidson,NULL,Lafayette,N
1951,8,8,PH1,Jim,Phelan,PHELAJI01,La Salle,N
1951,9,1,BA1,Bob,Crowe,NULL,San Jose State,N
1951,9,2,TRI,Wayne,Tucker,NULL,Colorado,N
1951,9,3,SYR,Ray,Kirkwasser,NULL,Ithaca,N
1951,9,4,PH1,Hugh,Faulkner,NULL,Pepperdine,N
1951,10,1,BA1,Dan,Torrey,NULL,Oregon State,N
1951,10,2,TRI,John,DeWitt,NULL,Texas A&M,N
1951,10,3,PH1,Paul,Gerwin,NULL,Cornell,N
1951,11,1,BA1,Clem,Pavilonis,NULL,DePaul,N
1951,12,1,BA1,John,Burke,NULL,Springfield (MA),N
1952,0,0,BA1,Blaine,Denning,DENNIBL01,Lawrence,N
1952,0,0,BA1,Chuck,Grisgby,NULL,Dayton,N
1952,0,0,BA1,Frank,Guisness,NULL,Washington,N
1952,0,0,BA1,Bill,Lea,NULL,SW Missouri,N
1952,0,0,BA1,Art,Press,NULL,Western Maryland,N
1952,0,0,BA1,Bob,Priddy,PRIDDBO01,New Mexico A&M,N
1952,0,0,BA1,Benny,Purcell,NULL,Murray State,N
1952,0,0,BA1,Bud,Penwell,NULL,Oklahoma City,N
1952,0,0,BA1,Mike,Magula,NULL,Youngstown,N
1952,0,0,BA1,Bud,Peterson,NULL,Oregon,N
1952,0,0,BA1,Jim,Walsh,WALSHJI01,Stanford,N
1952,0,0,FTW,Bill,Carlson,NULL,Fordham,N
1952,0,0,FTW,Hal,Cerra,NULL,Duquesne,N
1952,0,0,FTW,Bob,Clifton,NULL,Iowa,N
1952,0,0,FTW,Leo,Corkery,NULL,St. Bonaventure,N
1952,0,0,FTW,Don,Meineke,MEINEDO01,Dayton,N
1952,0,0,FTW,Lee,Terrill,NULL,North Carolina State,N
1952,0,0,FTW,Jim,Ramstead,NULL,Stanford,N
1952,0,0,INI,Jay,Handlan,NULL,Washington & Lee,N
1952,0,0,INI,Bill,Harrell,NULL,Siena,N
1952,0,0,INI,Jim,Hoverder,NULL,Central Missouri State,N
1952,0,0,INI,Gene,Rhodes,RHODEGE01,Western Kentucky,N
1952,0,0,INI,Dale,Toft,NULL,Denver,N
1952,0,0,INI,Lucian,Whitaker,WHITALU01,Kentucky,N
1952,0,0,INI,Bob,Zawoluk,ZAWOLBO01,St. John's,N
1952,0,0,INI,Gordon,Stauffer,NULL,Michigan State,N
1952,0,0,MI1,Pete,Brewster,NULL,Purdue,N
1952,0,0,MI1,Roger,Johnson,NULL,Arizona,N
1952,0,0,MI1,Ed,Miller,MILLEED01,Syracuse,N
1952,0,0,MI1,George,McLeod,MCLEOGE01,Texas Christian,N
1952,0,0,MI1,Ab,Nicholas,NULL,Wisconsin,N
1952,0,0,MI1,Dick,Retherford,NULL,Baldwin-Wallace,N
1952,0,0,MI1,John,Snee,NULL,Clemson,N
1952,0,0,MI1,Jim,Tackett,NULL,New Mexico,N
1952,0,0,MI1,Coyt,Vance,NULL,Mississippi State,N
1952,0,0,MI1,Bob,Watson,WATSOBO01,Kentucky,N
1952,0,0,MIE,Tom,Ackerman,NULL,West Liberty,N
1952,0,0,MIE,Jim,Bishop,NULL,Mississippi Southern,N
1952,0,0,MIE,Rod,Fletcher,NULL,Illinois,N
1952,0,0,MIE,Cliff,Haag,NULL,Wyoming,N
1952,0,0,MIE,Jim,Holstein,HOLSTJI01,Cincinnati,N
1952,0,0,MIE,Bob,Holt,NULL,Tulane,N
1952,0,0,MIE,Tom,Katsimpalis,NULL,Eastern Illinois,N
1952,0,0,MIE,Dick,Means,NULL,Minnesota,N
1952,0,0,MIE,Dwight,Morrison,MORRIDW01,Southern California,N
1952,0,0,MIE,Carl,McNulty,MCNULCA01,Purdue,N
1952,0,0,MIE,Ed,Ramiraz,NULL,Centenary,N
1952,0,0,MIE,Don,Schneider,NULL,Arizona,N
1952,0,0,MIE,Gene,Smith,NULL,Xavier (OH),N
1952,0,0,MIE,Gene,Smith,NULL,Huron,N
1952,0,0,MIE,Homer,Spain,NULL,Union (TN),N
1952,0,0,MIE,John,Wallesea,NULL,Memphis State,N
1952,0,0,NYK,Roy,Belliveau,NULL,Seton Hall,N
1952,0,0,NYK,Dick,Bunt,BUNTDI01,New York University,N
1952,0,0,NYK,Bert,Cook,COOKBE01,Utah State,N
1952,0,0,NYK,Ben,Gibson,NULL,St. Mary's (CA),N
1952,0,0,NYK,Bud,Julian,NULL,SW Missouri State,N
1952,0,0,NYK,Paul,Sullivan,NULL,Alabama,N
1952,0,0,NYK,Dick,Surhoff,SURHODI01,Long Island,N
1952,0,0,PHI,Tom,Brennan,NULL,Villanova,N
1952,0,0,PHI,Bob,Brown,BROWNBO01,Louisville,N
1952,0,0,PHI,Burr,Carlson,NULL,Connecticut,N
1952,0,0,PHI,Nick,Kladis,NULL,Loyola (IL),N
1952,0,0,PHI,Newt,Jones,NULL,La Salle,N
1952,0,0,PHI,Moe,Radovich,RADOVMO01,Wyoming,N
1952,0,0,PHI,Don,Scanlon,NULL,Pennsylvania,N
1952,0,0,PHI,Glenn,Smith,NULL,Utah,N
1952,0,0,PHI,Ben,Stewart,NULL,Villanova,N
1952,0,0,SYR,Jim,Brasco,BRASCJI01,New York University,N
1952,0,0,SYR,Bud,Donnelly,NULL,La Salle,N
1952,0,0,SYR,Jim,Kennedy,NULL,Duquesne,N
1952,0,0,SYR,Ken,McBride,MCBRIKE01,Maryland State,N
1952,0,0,SYR,Harry,Moore,NULL,West Virginia,N
1952,0,0,SYR,Bob,Roche,NULL,Syracuse,N
1952,0,0,ROC,Bryant,Ivey,NULL,Alabama,N
1952,0,0,ROC,Leroy,Leslie,NULL,Notre Dame,N
1952,0,0,ROC,Ronnie,MacGilvray,MACGIRO01,St. John's,N
1952,0,0,ROC,Jewell,McDowell,NULL,Texas A&M,N
1952,0,0,ROC,Jack,McMahon,MCMAHJA01,St. John's,N
1952,0,0,ROC,Sam,Miranda,NULL,Indiana,N
1952,0,0,ROC,Jerry,Romney,NULL,Brigham Young,N
1952,0,0,ROC,Ray,Royce,NULL,Houston,N
1952,0,0,ROC,Arnold,Smith,NULL,CCNY,N
1952,0,0,ROC,Ray,Sonnenberg,NULL,St. Louis,N
1952,0,0,ROC,Ray,Steiner,NULL,St. Louis,N
1952,0,0,ROC,Bob,Whitmer,NULL,Florida State,N
1952,1,0,ROC,Chuck,Darling,NULL,Iowa,N
1952,1,0,SYR,Bob,Luchmueller,NULL,Lousiville,N
1952,1,0,PHI,Bill,Mlkvy,MLKVYBI01,Temple,N
1952,1,0,NYK,Ralph,Polson,POLSORA01,Whitworth,N
1952,1,0,MI1,Mark,Workman,WORKMMA01,West Virginia,N
1952,1,0,MIE,Clyde,Lovellette,LOVELCL01,Kansas,N
1952,1,0,INI,Joe,Dean,NULL,Louisiana State,N
1952,1,0,FTW,Dick,Groat,GROATDI01,Duke,N
1952,1,0,BA1,Jim,Baechtold,BAECHJI01,Eastern Kentucky,N
1952,1,0,BOS,Bill,Stauffer,NULL,Missouri,N
1952,2,0,BOS,Jim,Iverson,NULL,Kansas State,N
1952,2,0,PHI,Walt,Davis,DAVISWA01,Texas A&M,N
1952,3,0,BOS,JC,Maze,NULL,SW Texas,N
1952,4,0,BOS,Herm,Hedderick,HEDDEHE01,Canisius,N
1952,5,0,BOS,Don,Johnson,NULL,Oklahoma State,N
1952,6,0,BOS,Jim,Buchanan,NULL,Nebraska,N
1952,7,0,BOS,Fred,Eydt,NULL,Cornell,N
1952,8,0,BOS,Gordon,Mungier,NULL,Spring Hill,N
1952,9,0,BOS,Jim,Dilling,NULL,Holy Cross,N
1952,10,0,BOS,Gene,Conley,CONLEGE01,Washington State,N
1953,0,0,BA1,Bob,Speight,NULL,North Carolina State,N
1953,0,0,BA1,Bob,Peterson,PETERBO01,Oregon,N
1953,0,0,BA1,Bill,Schyman,NULL,DePaul,N
1953,0,0,BA1,Paul,Nolen,NOLENPA01,Texas Tech,N
1953,0,0,BA1,Elmer,Tolson,NULL,Eastern Kentucky,N
1953,0,0,BA1,Herman,Sledzik,NULL,Penn State,N
1953,0,0,BA1,Connie,Rea,REACO01,Centenary,N
1953,0,0,BA1,Dennis,Murphy,NULL,Georgetown,N
1953,0,0,BA1,Jack,Carby,NULL,Kansas State,N
1953,0,0,BA1,Bob,Emmercik,NULL,Clarion State,N
1953,0,0,BA1,Russ,Johnson,NULL,None,N
1953,0,0,BA1,Don,Stemmerich,NULL,None,N
1953,0,0,BA1,Bob,Kraback,NULL,None,N
1953,0,0,BA1,Joe,Piorkowski,NULL,None,N
1953,0,0,BA1,Edward,Walsh,NULL,None,N
1953,0,0,FTW,George,Glasgow,NULL,Fairleigh Dickinson,N
1953,0,0,FTW,Jim,Bredar,NULL,Illinois,N
1953,0,0,FTW,Jim,Bingham,NULL,Eastern Kentucky,N
1953,0,0,FTW,Mike,Bodnar,NULL,St. Bonaventure,N
1953,0,0,FTW,Norb,Lewinski,NULL,Notre Dame,N
1953,0,0,FTW,William,Hagan,NULL,Siena,N
1953,0,0,FTW,Dean,Kelley,NULL,Kansas,N
1953,0,0,FTW,Dick,White,NULL,Eastern Kentucky,N
1953,0,0,MI1,Bill,Bolger,BOLGEBI01,Georgetown,N
1953,0,0,MI1,Irv,Bemoras,BEMORIR01,Illinois,N
1953,0,0,MI1,Gene,Dyker,DYKERGE01,DePaul,N
1953,0,0,MI1,Joe,Cipriano,NULL,Washington,N
1953,0,0,MI1,John,OBrien,NULL,Seattle,N
1953,0,0,MI1,Eddie,OBrien,NULL,Seattle,N
1953,0,0,MI1,Darrell,Tucker,NULL,Utah State,N
1953,0,0,MI1,Paul,Brandt,NULL,Columbia,N
1953,0,0,MI1,Bob,Rousey,NULL,Kansas State,N
1953,0,0,MIE,Ron,Feiereisel,FEIERRO01,DePaul,N
1953,0,0,MIE,Hartly,Kruger,NULL,Idaho,N
1953,0,0,MIE,Ken,Flowers,NULL,Southern California,N
1953,0,0,MIE,Zippy,Morocco,NULL,Georgia,N
1953,0,0,MIE,Pete,Silas,NULL,Georgia Tech,N
1953,0,0,MIE,Lloyd,Olmstead,NULL,Cornell (IA),N
1953,0,0,MIE,Joe,Richey,NULL,Brigham Young,N
1953,0,0,MIE,Hank,Budde,NULL,Xavier (OH),N
1953,0,0,MIE,Walt,Kearns,NULL,Arkansas,N
1953,0,0,MIE,Bill,Chambers,NULL,William & Mary,N
1953,0,0,MIE,Harold,Christensen,NULL,Brigham Young,N
1953,0,0,MIE,Bob,Gelle,NULL,Minnesota,N
1953,0,0,MIE,Lloyd,Thorgaard,NULL,Hamline,N
1953,0,0,MIE,Bob,Gussner,NULL,Hamline,N
1953,0,0,MIE,Chuck,Wolfe,NULL,North Dakota,N
1953,0,0,MIE,Doug,Atkins,NULL,Tennessee,N
1953,0,0,MIE,Roger,Kuss,NULL,River Falls State,N
1953,0,0,PHI,Jack,George,GEORGJA01,La Salle,N
1953,0,0,NYK,Joe,Smyth,SMYTHJO01,Niagara,N
1953,0,0,NYK,Allan,Schutts,NULL,Springfield,N
1953,0,0,NYK,Richard,Atha,ATHARI01,Indiana State,N
1953,0,0,NYK,Forrest,Hamilton,NULL,SW Missouri State,N
1953,0,0,NYK,Richard,Prater,NULL,Kentucky,N
1953,0,0,NYK,Bob,Matheny,NULL,California,N
1953,0,0,NYK,Larry,OConnor,NULL,Canisius,N
1953,0,0,NYK,Delmer,Diercks,NULL,Iowa State,N
1953,0,0,SYR,Dick,Knostman,NULL,Kansas State,N
1953,0,0,SYR,Bill,Kenville,KENVIBI01,St. Bonaventure,N
1953,0,0,SYR,Andy,McGowan,NULL,Manhattan,N
1953,0,0,SYR,Warren,Shackelford,NULL,Tulsa,N
1953,0,0,SYR,Bill,Jenkins,NULL,LeMoyne,N
1953,0,0,SYR,Bill,Hull,NULL,Utah State,N
1953,0,0,SYR,Joe,Hughes,NULL,Denver,N
1953,0,0,SYR,Gerald,Nappy,NULL,Georgetown,N
1953,0,0,SYR,Al,Bailey,NULL,Duquesne,N
1953,0,0,SYR,Glen,Dille,NULL,Tulsa,N
1953,0,0,SYR,Garrett,Beshear,NULL,Murray State,N
1953,0,0,ROC,Norman,Swanson,SWANSNO01,Detroit,N
1953,0,0,ROC,Frank,Reddout,REDDOFR01,Syracuse,N
1953,0,0,ROC,Will,Walls,NULL,Miami (OH),N
1953,0,0,ROC,Hugh,Beins,NULL,Georgetown,N
1953,0,0,ROC,Kendall,Sheets,NULL,Oklahoma A&M,N
1953,0,0,ROC,Jim,Scottie,NULL,West Virginia,N
1953,0,0,ROC,Dick,Gross,NULL,Wheaton,N
1953,0,0,ROC,Jim,Gerber,NULL,Bowling Green,N
1953,0,0,ROC,Will,Bales,NULL,Eastern Kentucky,N
1953,0,0,ROC,Bill,Edwards,NULL,St. Bonaventure,N
1953,0,0,ROC,Bob,Goss,NULL,North Carolina State,N
1953,0,0,ROC,Paul,Smaagard,NULL,Hamline,N
1953,0,0,ROC,Ken,Sears,SEARSKE01,Santa Clara,N
1953,0,0,ROC,John,Kurz,NULL,Loyola (CA),N
1953,0,0,ROC,Ed,Kohl,NULL,Regis,N
1953,0,0,ROC,Gene,Lambert,NULL,Arkansas,N
1953,0,0,ROC,Tex,Silverman,NULL,Nick McGuire,N
1953,1,0,ROC,Richie,Regan,REGANRI01,Seton Hall,N
1953,1,0,SYR,James,Neal,NEALJI01,Wofford,N
1953,1,0,NYK,Walter,Dukes,DUKESWA01,Seton Hall,N
1953,1,0,PHI,Ernie,Beck,BECKER01,Pennsylvania,N
1953,1,0,MI1,Bob,Houbregs,HOUBRBO01,Washington,N
1953,1,0,MIE,Jim,Fritsche,FRITSJI01,Hamline,N
1953,1,0,FTW,Jack,Molinas,MOLINJA01,Columbia,N
1953,1,0,BOS,Frank,Ramsey,RAMSEFR01,Kentucky,N
1953,1,0,BA1,Ray,Felix,FELIXRA01,Long Island,N
1953,2,0,BOS,Chet,Noe,NULL,Oregon,N
1953,2,0,PHI,Larry,Hennessy,HENNELA01,Villanova,N
1953,2,0,NYK,Buddy,Ackerman,ACKERDO01,Long Island,N
1953,3,0,NYK,Neil,Gordon,NULL,Furman,N
1953,3,0,PHI,Norm,Grekin,GREKINO01,La Salle,N
1953,3,0,BOS,Cliff,Hagan,HAGANCL01,Kentucky,N
1953,4,0,BOS,Earle,Markey,NULL,Holy Cross,N
1953,4,0,PHI,Fred,Ihle,NULL,La Salle,N
1953,4,0,NYK,Thomas,Bishop,NULL,Mississippi Southern,N
1953,5,0,NYK,Robert,Santini,SANTIBO01,Iona,N
1953,5,0,PHI,Eddie,Solomon,NULL,West Virginia Tech,N
1953,5,0,BOS,John,Holup,NULL,George Washington,N
1953,6,0,BOS,Vernon,Stokes,NULL,St. Francis (NY),N
1953,6,0,PHI,Don,Eby,NULL,Southern California,N
1953,7,0,PHI,Bob,Marske,NULL,South Dakota,N
1953,7,0,BOS,Lou,Tsioropoulos,TSIORLO01,Kentucky,N
1953,8,0,BOS,Ted,Lallier,NULL,Colby,N
1953,8,0,PHI,Bill,Dodd,NULL,Colgate,N
1953,9,0,PHI,Bob,Sassone,NULL,St. Bonaventure,N
1953,9,0,BOS,Lewis,Gilcrease,NULL,SW Texas,N
1953,10,0,BOS,Tom,Lillis,NULL,St. Louis,N
1953,10,0,PHI,Toar,Hester,NULL,Centenary,N
1953,11,0,PHI,John,Doogan,NULL,St. Joseph's (PA),N
1953,11,0,BOS,Gil,Reich,NULL,Kansas,N
1953,12,0,BOS,Jim,Dogerty,NULL,Whitworth,N
1953,12,0,PHI,Charles,Duffley,NULL,St. Anselm's,N
1954,1,1,BA1,Frank,Selvy,SELVYFR01,Furman,N
1954,1,2,MI1,Bob,Pettit,PETTIBO01,Louisiana State,N
1954,1,3,PH1,Gene,Shue,SHUEGE01,Maryland,N
1954,1,4,FTW,Dick,Rosenthal,ROSENDI01,Notre Dame,N
1954,1,5,BOS,Togo,Palazzi,PALAZTO01,Holy Cross,N
1954,1,6,SYR,John,Kerr,KERRJO01,Illinois,N
1954,1,7,ROC,Tom,Marshall,MARSHTO01,Western Kentucky,N
1954,1,8,NYK,Jack,Turner,TURNEJA01,Western Kentucky,N
1954,1,9,MIE,Ed,Kalafat,KALAFED01,Minnesota,N
1954,2,1,BA1,Bob,Leonard,LEONABO01,Indiana,N
1954,2,2,MI1,Bob,Mattick,NULL,Oklahoma State,N
1954,2,3,PH1,Larry,Costello,COSTELA01,Niagara,N
1954,2,4,FTW,Arnold,Short,NULL,Oklahoma City,N
1954,2,5,BOS,Dwight,Morrison,MORRIDW01,Idaho,N
1954,2,6,SYR,Dick,Farley,FARLEDI01,Indiana,N
1954,2,7,ROC,Boris,Nachamkin,NACHABO01,New York University,N
1954,2,8,NYK,Richie,Guerin,NULL,Iona,N
1954,2,9,MIE,Al,Bianchi,BIANCAL01,Bowling Green,N
1954,3,1,BA1,Werner,Killen,NULL,Lawrence,N
1954,3,2,MI1,Walt,Walowac,NULL,Marshall,N
1954,3,3,PH1,Ben,Peters,NULL,St. Benedict,N
1954,3,4,FTW,BH,Born,NULL,Kansas,N
1954,3,5,BOS,Henry,Daubenschmidt,NULL,St. Francis (NY),N
1954,3,6,SYR,Jim,Tucker,TUCKEJI01,Duquesne,N
1954,3,7,ROC,Lee,Morton,NULL,Cornell,N
1954,3,8,NYK,Don,Anielak,ANIELDO01,SW Missouri,N
1954,3,9,MIE,Don,Lance,NULL,Rice,N
1954,4,1,BA1,Burt,Spice,NULL,Toledo,N
1954,4,2,MI1,Phil,Martin,MARTIPH01,Toledo,N
1954,4,3,PH1,Chuck,Noble,NOBLECH01,Louisville,N
1954,4,4,FTW,Mel,Thompson,NULL,North Carolina State,N
1954,4,5,BOS,Ron,Perry,NULL,Holy Cross,N
1954,4,6,SYR,Don,McLane,NULL,Duquesne,N
1954,4,7,ROC,Art,Spoelstra,SPOELAR01,Western Kentucky,N
1954,4,8,NYK,Don,Lange,NULL,Navy,N
1954,4,9,MIE,Gene,Schwinger,NULL,Rice,N
1954,5,1,BA1,Lou,Scott,NULL,Indiana,N
1954,5,2,MI1,Paul,Ebert,NULL,Ohio State,N
1954,5,3,PH1,Rudy,D'Emilio,NULL,Duke,N
1954,5,4,FTW,Dutch,Burch,NULL,Pittsburgh,N
1954,5,5,BOS,Troy,Burris,NULL,West Texas,N
1954,5,6,SYR,Paul,Pottenburgh,NULL,Siena,N
1954,5,7,ROC,Bo,Erias,ERIASBO01,Niagara,N
1954,5,8,NYK,Jesse,Priscock,NULL,Kansas State,N
1954,5,9,MIE,Buzz,Bennett,NULL,Minnesota,N
1954,6,1,BA1,Bob,Heim,NULL,Xavier (OH),N
1954,6,2,MI1,Bob,Carney,CARNEBO01,Bradley,N
1954,6,3,PH1,Len,Winogard,NULL,Brandeis,N
1954,6,4,FTW,Charles,Kraak,NULL,Indiana,N
1954,6,5,BOS,Otto,Krieghauser,NULL,Washington (MO),N
1954,6,6,SYR,Norman,Pott,NULL,Wheaton,N
1954,6,7,ROC,James,Davis,DAVISJA01,St. John's,N
1954,6,8,NYK,Ron,Rivers,NULL,Wyoming,N
1954,6,9,MIE,Nick,Revon,NULL,Mississippi Southern,N
1954,7,1,BA1,Joe,Pehanick,NULL,Seattle,N
1954,7,2,MI1,Alan,Kelley,NULL,Kansas,N
1954,7,3,PH1,Bob,Brady,NULL,San Diego State,N
1954,7,4,FTW,Bernie,Janicki,NULL,Duke,N
1954,7,5,BOS,Paul,Estergaard,NULL,Bradley,N
1954,7,6,SYR,Gus,Levett,NULL,Franklin & Marshall,N
1954,7,7,ROC,Bill,Hull,NULL,Utah State,N
1954,7,8,NYK,Solly,Walker,NULL,St. John's,N
1954,7,9,MIE,Dan,Finch,NULL,Vanderbilt,N
1954,8,1,BA1,Harry,Brooks,NULL,Seton Hall,N
1954,8,2,MI1,Dick,Nunneley,NULL,Tulsa,N
1954,8,3,PH1,Bob,Hodges,NULL,East Carolina,N
1954,8,4,FTW,Don,Bielke,BIELKDO01,Valparaiso,N
1954,8,5,BOS,Jim,Young,NULL,Santa Clara,N
1954,8,6,SYR,Mel,Besdin,NULL,Syracuse,N
1954,8,7,ROC,Paul,Morrow,NULL,Wisconsin,N
1954,8,8,NYK,Cob,Jarvis,NULL,Mississippi State,N
1954,8,9,MIE,Bob,Hopkins,NULL,Pasadena,N
1954,9,1,BA1,Ron,Goerrs,NULL,Concordia (MO),N
1954,9,2,MI1,Hal,Cervini,NULL,Tulane,N
1954,9,3,PH1,Vince,Leta,NULL,Lycoming,N
1954,9,4,FTW,Joel,Hittleman,NULL,Loyola (MD),N
1954,9,5,SYR,Fletcher,Johnson,NULL,Duquesne,N
1954,9,6,ROC,Roy,Irvin,NULL,Southern California,N
1954,9,7,NYK,Henry,Duckham,NULL,Brooklyn Polytechnic,N
1954,9,8,MIE,Dick,Garmaker,GARMADI01,Minnesota,N
1954,10,1,BA1,Gary,Shivers,NULL,Houston,N
1954,10,2,MI1,Joe,Bertrand,NULL,Notre Dame,N
1954,10,3,PH1,Bill,Sullivan,NULL,Notre Dame,N
1954,10,4,FTW,Phil,Larson,NULL,Brigham Young,N
1954,10,5,BOS,Tony,Daukas,NULL,Boston College,N
1954,10,6,SYR,Jack,Davidson,NULL,UCLA,N
1954,10,7,ROC,Ed,Parchinski,NULL,Fordham,N
1954,10,8,NYK,John,Clune,NULL,Navy,N
1954,10,9,MIE,John,Blever,NULL,Northwestern,N
1954,11,1,BA1,Elliott,Karver,NULL,George Washington,N
1954,11,2,MI1,Jerry,Domerschick,NULL,CCNY,N
1954,11,3,PH1,Frank,O'Hara,NULL,La Salle,N
1954,11,4,FTW,Forrest,Jackson,NULL,Taylor,N
1954,11,5,BOS,Bill,Johnson,NULL,Nebraska,N
1954,11,7,ROC,John,Paxson,NULL,Dayton,N
1954,11,8,NYK,Bob,Walter,NULL,Oklahoma,N
1954,12,2,MI1,Ron,Weisner,NULL,Wisconsin,N
1954,12,3,PH1,John,Glinski,NULL,None,N
1954,12,8,NYK,Bill,Stickel,NULL,Hastings,N
1954,13,3,PH1,John,Holup,NULL,George Washington,N
1955,0,0,ROC,Bob,Armstrong,ARMSTBO01,Michigan State,N
1955,0,0,ROC,Harry,Jorgensen,NULL,Wyoming,N
1955,0,0,ROC,Jerry,Jung,NULL,Kansas State,N
1955,0,0,ROC,Jim,McConnell,NULL,Niagara,N
1955,0,0,ROC,John,Prudhoe,NULL,Louisville,N
1955,0,0,ROC,Art,Quimby,NULL,Connecticut,N
1955,0,0,ROC,Tony,Vlastelica,NULL,Oregon State,N
1955,0,0,SYR,Cliff,Dwyer,NULL,North Carolina State,N
1955,0,0,SYR,Ed,Galvin,NULL,Loyola (LA),N
1955,0,0,SYR,Stan,Glowaski,NULL,Seattle,N
1955,0,0,SYR,Russ,Lawler,NULL,Stanford,N
1955,0,0,SYR,Marty,Satalino,NULL,St. John's,N
1955,0,0,SYR,Ron,Tomsic,NULL,Stanford,N
1955,0,0,MI1,Harvey,Babetch,NULL,Bradley,N
1955,0,0,MI1,Dick,Cable,NULL,Wisconsin,N
1955,0,0,MI1,Lynn,Cole,NULL,Creighton,N
1955,0,0,MI1,Joe,Fitt,NULL,???,N
1955,0,0,MI1,Charles,Hoxie,NULL,Niagara,N
1955,0,0,MI1,Ed,OConnor,NULL,Manhattan,N
1955,0,0,MI1,Bill,Reigel,NULL,McNeese,N
1955,0,0,MI1,Dick,Welsh,NULL,Southern California,N
1955,0,0,MIE,Don,Boldebuck,NULL,Houston,N
1955,0,0,MIE,Don,Bragg,NULL,UCLA,N
1955,0,0,MIE,KC,Jones,JONESKC01,San Francisco,N
1955,0,0,MIE,Jim,Scott,NULL,West Texas,N
1955,0,0,MIE,Bill,Warden,NULL,North Central (IL),N
1955,0,0,MIE,ONeal,Weaver,NULL,Midwestern (TX),N
1955,0,0,FTW,Don,Belcher,NULL,Louisiana State,N
1955,0,0,FTW,Tom,Harrold,NULL,Colorado,N
1955,0,0,FTW,Happy,Mahfouz,NULL,Spring Hill,N
1955,0,0,FTW,Tom,Mock,NULL,Colorado,N
1955,0,0,FTW,Tom,Mixon,NULL,Mercer,N
1955,0,0,FTW,Bob,Reiter,NULL,Missouri,N
1955,0,0,FTW,Ray,Warren,NULL,Texas Christian,N
1955,1,1,MI1,Dick,Ricketts,RICKEDI01,Duquesne,N
1955,1,2,ROC,Maurice,Stokes,STOKEMA01,St. Francis (PA),N
