#ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
LECKNER01,Eric,Leckner,C,1988,1996,6,11,265,University of Wyoming,1966-05-27
LEEBU01,Butch,Lee,G,1978,1979,6,0,185,Marquette University,1956-12-05
LEECL01,Clyde,Lee,F,1966,1975,6,10,205,Vanderbilt University,1944-03-14
LEEDA01,Dave,Lee,F,1967,1968,6,7,225,University of San Francisco ,1942-03-31
LEEDI01,Dick,Lee,F,1967,1967,NULL,NULL,NULL,NULL,NULL
LEEDO01,Doug,Lee,G,1991,1994,6,5,200,Purdue University,1964-10-24
LEEGE01,George,Lee,F,1960,1967,6,4,200,University of Michigan,1936-11-23
LEEGR01,Greg,Lee,G,1974,1975,6,3,190,University of California - Los Angeles,1951-12-12
LEEKE01,Keith,Lee,F,1985,1988,6,10,215,University of Memphis,1962-12-28
LEEKU01,Kurk,Lee,G,1990,1990,6,3,190,Towson University,1967-06-03
LEERO01,Ron,Lee,G,1976,1981,6,3.5,193,University of Oregon,1952-11-02
LEERO02,Rock,Lee,C,1981,1981,6,10,220,San Diego State University,1955-05-01
LEERU01,Russell,Lee,F,1972,1974,6,5,185,Marshall University,1950-01-27
LEECO01,Courtney,Lee,G,2008,2009,6,5,200,Western Kentucky University,1985-10-03
LEEDA02,David,Lee,F,2005,2009,6,9,249,University of Florida,1983-04-29
LEEDEED01,Ed,Leede,G,1949,1950,6,3,185,Dartmouth University,1927-07-17
LEFKOHA01,Hank,Lefkowitz,F,1946,1946,6,2,190,Case Western Reserve University,1923-08-31
LEGLETI01,Tim,Legler,G,1989,1999,6,4,200,La Salle University,1966-12-26
LEHMAGE02,George,Lehmann,G,1967,1973,6,0,180,Campbell University (JC),1942-05-01
LENARVO01,Voshon,Lenard,G,1995,2005,6,4,205,University of Minnesota,1973-05-14
LENTZLA01,Leary,Lentz,F,1967,1968,6,6,200,University of Houston,1945-02-23
LEONABO01,Bob,Leonard,G,1956,1962,6,3,185,Indiana University,1932-07-17
LEONAGA01,Gary,Leonard,C,1989,1991,7,1,250,University of Missouri,1967-02-16
LESJI01,Jim,Les,G,1988,1994,5,11,165,Bradley University,1963-08-18
LESTERO01,Ronnie,Lester,G,1980,1985,6,2,175,University of Iowa,1959-01-01
LETTCL01,Clifford,Lett,G,1989,1990,6,3,170,University of Florida,1965-12-23
LEVANAN01,Andrew,Levane,F,1948,1952,6,2,190,Saint John's University,1920-04-11
LEVERLA01,Lafayette,Lever,G,1982,1993,6,3,170,Arizona State University,1960-08-18
LEVINCL01,Cliff,Levingston,F,1982,1994,6,8,210,Wichita State University,1961-01-04
LEWISBO01,Bobby,Lewis,G,1967,1970,6,3,175,University of North Carolina,1945-03-20
LEWISCE01,Cedric,Lewis,F,1995,1995,6,10,235,University of Maryland,1969-09-24
LEWISFR01,Freddie,Lewis,G,1966,1976,6,0,175,Arizona State University,1943-07-01
LEWISFR02,Fred,Lewis,F,1948,1949,6,2,195,Eastern Kentucky University,1921-01-06
LEWISGR01,Grady,Lewis,F,1946,1948,6,7,215,University of Oklahoma,1917-03-25
LEWISMA01,Martin,Lewis,F,1995,1996,6,5,210,Seward County Community College,1975-04-28
LEWISMI01,Mike,Lewis,C,1968,1973,6,8,225,Duke University,1946-03-18
LEWISQU01,Quincy,Lewis,F,1999,2003,6,7,215,University of Minnesota,1977-06-26
LEWISRA01,Rashard,Lewis,F,1998,2009,6,10,215,NULL,1979-08-08
LEWISRA02,Ralph,Lewis,G,1987,1989,6,6,200,La Salle University,1963-03-28
LEWISRE01,Reggie,Lewis,G,1987,1992,6,7,195,Northeastern University,1965-11-21
LIBERMA01,Marcus,Liberty,F,1990,1993,6,8,205,University of Illinois,1968-10-27
LICHTTO01,Todd,Lichti,G,1989,1993,6,4,205,Stanford University,1967-01-08
LIEBOBA01,Barry,Liebowitz,G,1967,1967,6,2,180,Long Island University,1945-09-10
LIGONBI01,Bill,Ligon,G,1974,1974,6,4,180,Vanderbilt University,1952-05-29
LIGONGO01,Goose,Ligon,F,1967,1973,6,7,210,NULL,1944-02-22
LINGEST01,Steve,Lingenfelter,F,1982,1983,6,9,225,South Dakota State University,1958-06-10
LISTEAL01,Alton,Lister,C,1981,1997,7,0,240,Arizona State University,1958-10-01
LITTLSA01,Sam,Little,G,1969,1969,6,0,180,Delta State University,1946-03-29
LITTLGE01,Gene,Littles,G,1969,1974,6,0,160,High Point University,1943-06-29
LIVINRA01,Randy,Livingston,G,1996,2006,6,4,209,Louisiana State University,1975-04-02
LIVINSH01,Shaun,Livingston,G,2004,2009,6,7,186,NULL,1985-09-11
LIVINRO01,Ron,Livingstone,C,1949,1950,6,10,220,Saint Mary's College of California,1925-10-09
LLAMAHO01,Horacio,Llamas,C,1996,1997,6,11,285,Grand Canyon University,1973-07-17
LLOYDBO01,Bob,Lloyd,G,1967,1968,6,1.5,184,Rutgers University,1946-01-03
LLOYDCH01,Chuck,Lloyd,C,1970,1970,6,8,220,Yankton College,1947-05-22
LLOYDEA01,Earl,Lloyd,F,1950,1959,6,5,200,West Virginia State University,1928-04-03
LLOYDLE01,Lewis,Lloyd,G,1981,1989,6,6,205,Drake University,1959-02-22
LLOYDSC01,Scott,Lloyd,C,1976,1982,6,10,230,Arizona State University,1952-12-19
LOCHMRI01,Riney,Lochmann,F,1967,1969,6,6,215,University of Kansas,1944-05-26
LOCHMBO01,Bob,Lochmueller,F,1952,1952,6,5,185,University of Louisville,1927-06-05
LOCKRO01,Robert,Lock,F,1988,1988,6,9,225,University of Kentucky,1966-05-22
LOCKHDA01,Darrell,Lockhart,F,1983,1983,6,9,245,Auburn University,1960-09-14
LOCKHIA01,Ian,Lockhart,F,1990,1990,6,8,240,University of Tennessee,1967-06-25
LODERKE01,Kevin,Loder,F,1981,1983,6,6,205,Alabama State University,1959-03-15
LOFGRDO01,Don,Lofgran,F,1950,1953,6,5,200,University of San Francisco ,1928-11-18
LOGANHE01,Henry,Logan,G,1968,1969,6,0,180,Western Carolina University,1946-03-14
LOGANJO01,Johnny,Logan,G,1946,1950,6,2,175,Indiana University,1921-01-01
LOHAUBR01,Brad,Lohaus,F,1987,1997,6,11,230,University of Iowa,1964-09-29
LONGAR01,Art,Long,F,2000,2002,6,9,250,University of Cincinnati,1973-10-01
LONGGR01,Grant,Long,F,1988,2002,6,8,225,Eastern Michigan University,1966-03-12
LONGJO01,John,Long,G,1978,1996,6,5,195,University of Detroit Mercy,1956-08-28
LONGPA01,Paul,Long,G,1967,1970,6,2,180,Virginia Polytechnic Institute,1944-02-08
LONGWI01,Willie,Long,F,1971,1973,6,8,225,University of New Mexico,1950-03-01
LONGLLU01,Luc,Longley,C,1991,2000,7,2,265,University of New Mexico,1969-01-19
LOPEZFE01,Felipe,Lopez,G,1998,2001,6,5,199,Saint John's University,1974-12-19
LOPEZBR01,Brook,Lopez,C,2008,2009,7,0,260,Stanford University,1988-04-01
LOPEZRO01,Robin,Lopez,C,2008,2009,7,0,255,Stanford University,1988-04-01
LOPEZRA01,Raul,Lopez,G,2003,2004,6,0,180,NULL,1980-04-15
LORTHRY01,Ryan,Lorthridge,G,1994,1994,6,4,190,Jackson State University,1972-07-27
LOSCUJI01,Jim,Loscutoff,F,1955,1963,6,5,220,University of Oregon,1930-02-04
LOTTPL01,Plummer,Lott,F,1967,1968,6,5,210,Seattle University,1945-12-11
LOUGHKE01,Kevin,Loughery,G,1962,1972,6,3,190,Saint John's University,1940-03-28
LOVEBO01,Bob,Love,F,1966,1976,6,8,215,Southern University,1942-12-08
LOVEST01,Stan,Love,F,1971,1974,6,9,215,University of Oregon,1949-04-09
LOVEKE01,Kevin,Love,C,2008,2009,6,10,260,University of California at Los Angeles,1988-09-07
LOVELCL01,Clyde,Lovellette,C,1953,1963,6,9,234,University of Kansas,1929-09-07
LOWESI01,Sidney,Lowe,G,1983,1989,6,0,195,North Carolina State University,1960-01-21
LOWERCH01,Chuck,Lowery,G,1971,1971,6,3,185,University of Puget Sound,1949-11-12
LOWRYKY01,Kyle,Lowry,G,2006,2009,6,0,175,Villanova University,1986-03-25
LUCASJO02,John,Lucas,G,2005,2006,5,11,165,Oklahoma State University,1982-11-21
LUCASAL01,Al,Lucas,F,1948,1948,6,3,195,Fordham University,1922-07-04
LUCASJE01,Jerry,Lucas,F,1963,1973,6,8,230,Ohio State University,1940-03-30
LUCASJO01,John,Lucas,G,1976,1989,6,2.5,175,University of Maryland,1953-10-31
LUCASMA01,Maurice,Lucas,F,1974,1987,6,9,215,Marquette University,1952-02-18
LUCKETE01,Ted,Luckenbill,F,1961,1962,6,6,205,University of Houston,1939-07-27
LUETY01,Tyronn,Lue,G,1998,2008,6,0,175,University of Nebraska,1977-05-03
LUISIJI01,Jim,Luisi,G,1953,1953,6,2,180,Saint. Francis College,1928-11-02
LUJACAL01,Al,Lujack,F,1946,1946,6,3,220,Georgetown University,1921-10-05
LUMPKPH01,Phil,Lumpkin,G,1974,1975,6,0,165,Miami University,1951-12-20
LUMPPRA01,Ray,Lumpp,G,1948,1952,6,1,178,New York University,1923-07-11
LYNAMRB01,Rb,Lynam,G,1967,1967,6,1,190,Oklahoma Baptist University,1944-01-01
LYNCHGE01,George,Lynch,F,1993,2004,6,8,218,University of North Carolina,1970-09-03
LYNCHKE01,Kevin,Lynch,F,1991,1992,6,5,195,University of Minnesota,1968-12-24
LYNNLO01,Lonnie,Lynn,F,1969,1969,6,7,215,Wilberforce University,1943-05-24
LYNNMI01,Mike,Lynn,F,1969,1970,6,7,215,University of California - Los Angeles,1945-11-25
MACALMI01,Mike,Macaluso,F,1973,1973,6,5,210,Canisius College,1951-07-20
MACAUED01,Ed,Macauley,C,1949,1958,6,8,185,Saint Louis University,1928-03-22
MACCUTO01,Todd,Macculloch,C,1999,2002,7,0,280,University of Washington,1976-01-27
MACGIRO01,Ronnie,Macgilvray,G,1954,1954,6,2,185,Saint John's University,1930-07-20
MACIJAR01,Arvydas,Macijauskas,G,2005,2005,6,4,214,NULL,1980-01-19
MACKOL01,Ollie,Mack,G,1979,1981,6,3,185,East Carolina University,1957-06-06
MACKSA01,Sam,Mack,G,1992,2001,6,7,220,University of Houston,1970-05-26
MACKEMA01,Malcolm,Mackey,F,1993,1993,6,9,248,Georgia Institute of Technology,1970-07-11
MACKLRU01,Rudy,Macklin,F,1981,1983,6,7,205,Louisiana State University,1958-02-19
MACKNJO01,Johnny,Macknowski,G,1949,1950,6,0,180,Seton Hall University,1923-01-07
MACLEDO01,Don,Maclean,F,1992,2000,6,10,235,University of California - Los Angeles,1970-01-16
MACONMA01,Mark,Macon,G,1991,1998,6,4,185,Temple University,1969-04-14
MACYKY01,Kyle,Macy,G,1980,1986,6,3,175,University of Kentucky,1957-04-09
MADDOJA01,Jack,Maddox,F,1948,1948,6,2.5,185,West Texas A&M University,1921-12-10
MADDOTI01,Tito,Maddox,G,2002,2002,6,4,190,Fresno State University,1981-06-07
MADKIGE01,Gerald,Madkins,G,1993,1997,6,4,200,University of California - Los Angeles,1969-04-18
MADSEMA01,Mark,Madsen,F,2000,2008,6,9,236,Stanford University,1976-01-28
MAGERNO01,Norm,Mager,F,1950,1950,6,5,185,City College of New York,1926-03-23
MAGGECO01,Corey,Maggette,F,1999,2009,6,6,218,Duke University,1979-11-12
MAGLEDA01,Dave,Magley,F,1982,1982,6,8,202,University of Kansas,1959-11-24
MAGLOJA01,Jamaal,Magloire,C,2000,2009,6,11,259,University of Kentucky,1978-05-21
MAHAFRA01,Randy,Mahaffey,F,1967,1970,6,7,210,Clemson University,1945-09-28
MAHINIA01,Ian,Mahinmi,F,2007,2009,6,10,230,NULL,1986-11-05
MAHNKJO01,John,Mahnken,C,1946,1952,6,8,220,Georgetown University,1922-06-16
MAHONBR01,Brian,Mahoney,G,1972,1972,6,3,175,Manhattan College,1948-12-17
MAHONFR01,Francis,Mahoney,F,1952,1953,6,2,205,Brown University,1927-11-20
MAHORRI01,Rick,Mahorn,F,1980,1998,6,10,240,Hamption University,1958-09-21
MAJERDA01,Dan,Majerle,G,1988,2001,6,6,215,Central Michigan University,1965-09-09
MAJORRE01,Renaldo,Major,G,2006,2006,6,7,190,Fresno State University,1982-05-07
MALAMLI01,Lionel,Malamed,G,1948,1948,5,9,150,City College of New York,1924-11-15
MALONJE01,Jeff,Malone,G,1983,1995,6,4,205,Mississippi State University,1961-06-28
MALONKA01,Karl,Malone,F,1985,2003,6,9,250,Louisiana Tech University,1963-07-24
MALONMO01,Moses,Malone,C,1974,1994,6,10,215,NULL,1955-03-23
MALONMA01,Matt,Maloney,G,1996,2002,6,3,192,University of Pennsylvania ,1971-12-06
MALOVST01,Steve,Malovic,F,1979,1979,6,10,230,San Diego State University,1956-07-21
MALOYMI01,Mike,Maloy,F,1970,1972,6,7,215,Davidson College,1949-05-10
MANAKTE01,Ted,Manakas,G,1973,1973,6,2,180,Princeton University,1951-02-22
MANDIJO01,John,Mandic,F,1948,1949,6,4,205,Oregon State University,1919-10-03
MANGIFR01,Frank,Mangiapane,G,1946,1946,5,10,195,New York University,1925-08-05
MANNIDA01,Danny,Manning,F,1988,2002,6,10,230,University of Kansas,1966-05-17
MANNIED01,Ed,Manning,F,1967,1975,6,7,210,Jackson State University,1944-01-02
MANNIGU01,Guy,Manning,F,1967,1968,6,6,195,Prairie View A&M University,1944-02-04
MANNIRI01,Rich,Manning,F,1995,1996,6,11,253,University of Washington,1970-06-23
MANNIPA01,Pace,Mannion,G,1983,1988,6,7,190,University of Utah,1960-09-22
MANTINI01,Nick,Mantis,G,1959,1962,6,3,190,Northwestern University,1935-12-07
MARAVPE01,Peter,Maravich,G,1946,1946,6,0,185,Davis & Elkins College,1920-08-20
MARAVPE02,Pete,Maravich,G,1970,1979,6,5,197,Louisiana State University,1947-06-22
MARBLRO01,Roy,Marble,G,1989,1993,6,6,190,University of Iowa,1966-12-13
MARBUST01,Stephon,Marbury,G,1996,2008,6,2,180,Georgia Institute of Technology,1977-02-20
MARCISA01,Sarunas,Marciulionis,G,1989,1996,6,5,200,State University of Vilnius,1964-06-13
MARIASA01,Saul,Mariaschin,G,1947,1947,5,11,165,Harvard University,1924-09-01
MARINJA01,Jack,Marin,F,1966,1976,6,6.5,200,Duke University,1944-10-12
MARIOSH01,Shawn,Marion,F,1999,2009,6,7,220,University of Nevada - Las Vegas,1978-05-07
MARKODA01,Damir,Markota,F,2006,2006,6,10,225,NULL,1985-12-26
MARKSSE01,Sean,Marks,F,1998,2009,6,10,250,University of California Berkeley,1975-08-23
MARLAHA01,Harvey,Marlatt,G,1970,1972,6,3,185,Eastern Michigan University,1948-08-26
MARSHER01,Eric,Marsh,G,1977,1977,6,3,200,Manhattan College,1954-03-10
MARSHJI01,Jim,Marsh,F,1971,1971,6,7,215,University of Southern California,1946-04-26
MARSHTO01,Tom,Marshall,F,1954,1958,6,4,215,Western Kentucky University,1931-01-06
MARSHVE01,Vester,Marshall,F,1973,1973,6,7,200,University of Oklahoma,1948-12-22
MARSHDO01,Donyell,Marshall,F,1994,2008,6,9,218,University of Connecticut,1973-05-18
MARSHDO02,Donny,Marshall,F,1995,2002,6,7,230,University of Connecticut,1972-07-17
MARSHRA01,Rawle,Marshall,G,2005,2006,6,7,190,Oakland University,1982-02-20
MARTIKE02,Kevin,Martin,G,2004,2009,6,7,185,Western Carolina University,1983-02-01
MARTICA01,Cartier,Martin,F,2008,2009,6,7,220,Kansas State University,1984-11-20
MARTIBI01,Bill,Martin,F,1985,1987,6,7,205,Georgetown University,1962-08-16
MARTIBO01,Bob,Martin,C,1993,1994,7,0,250,University of Minnesota,1969-10-07
MARTIBR01,Brian,Martin,F,1985,1985,6,9,212,University of Kansas,1962-08-18
MARTICU01,Cuonzo,Martin,F,1995,1996,6,5,213,Purdue University,1971-09-23
MARTIDA01,Darrick,Martin,G,1994,2007,5,11,170,University of California - Los Angeles,1971-03-06
MARTIDO01,Don,Martin,C,1946,1948,6,7,210,Central Missouri State University,1920-02-07
MARTIDO02,Donald,Martin,G,1946,1947,5,8,160,Georgetown University,1920-05-25
MARTIFE01,Fernando,Martin,C,1986,1986,6,9,220,NULL,1962-03-25
MARTIJE01,Jeff,Martin,G,1989,1990,6,5,195,Murray State University,1967-01-14
MARTIKE01,Kenyon,Martin,F,2000,2009,6,9,230,University of Cincinnati,1977-12-30
MARTILA01,Larue,Martin,C,1972,1975,6,11,208,Loyola University Chicago,1950-03-30
MARTIMO01,Mo,Martin,G,1986,1987,6,6,200,Saint Joseph's University,1964-07-02
MARTIPH01,Phil,Martin,G,1954,1954,6,3,190,University of Toledo,1928-04-02
MARTIRO01,Ronald,Martin,G,1961,1961,6,2,185,Saint Bonaventure University,1939-04-11
MARTISL01,Slater,Martin,G,1949,1959,5,10,170,University of Texas,1925-10-22
MASHBJA01,Jamal,Mashburn,F,1993,2003,6,8,240,University of Kentucky,1972-11-29
MASINAL01,Al,Masino,G,1952,1953,5,10,174,Canisius College,1928-02-05
MASONAN01,Anthony,Mason,F,1989,2002,6,7,250,Tennessee State University,1966-12-14
MASONDE01,Desmond,Mason,F,2000,2009,6,5,222,Oklahoma State University,1977-10-11
MASONRO01,Roger,Mason Jr,G,2002,2009,6,5,199,University of Virginia,1980-09-10
MASSETO01,Tony,Massenburg,F,1990,2004,6,9,220,University of Maryland,1967-07-13
MASTED01,Eddie,Mast,F,1970,1972,6,9,220,Temple University,1948-10-03
MATHIJO01,John,Mathis,F,1967,1967,6,6,220,Savannah State University,1943-07-14
MATTHWE01,Wes,Matthews,G,1980,1989,6,1,170,University of Wisconsin,1959-08-24
MATTHWE02,Wesley,Matthews,G,2009,2009,6,5,220,Marquette,1986-10-14
MAUGHAR01,Ariel,Maughan,F,1946,1950,6,4,190,Utah State University,1923-02-23
MAXEYMA01,Marlon,Maxey,F,1992,1993,6,8,250,University of Texas at El Paso,1969-02-19
MAXIEJA01,Jason,Maxiell,F,2005,2009,6,7,280,University of Cincinnati,1983-02-18
MAXWECE01,Cedric,Maxwell,F,1977,1987,6,8,205,University of North Carolina at Charlotte,1955-11-21
MAXWEVE01,Vernon,Maxwell,G,1988,2000,6,4,180,University of Florida,1965-09-12
MAYDO01,Don,May,F,1968,1974,6,4,200,Univeristy of Dayton,1946-01-03
MAYSC01,Scott,May,F,1976,1982,6,6.5,215,Indiana University,1954-03-19
MAYSE01,Sean,May,F,2005,2009,6,9,266,University of North Carolina,1984-04-04
MAYBELE01,Lee,Mayberry,G,1992,1998,6,1,172,University of Arkansas,1970-06-12
MAYESCL01,Clyde,Mayes,F,1975,1976,6,8,225,Furman University,1953-03-17
MAYESTH01,Tharon,Mayes,G,1991,1991,6,3,175,Florida State University,1968-09-09
MAYFIBI01,Bill,Mayfield,F,1980,1980,6,7,205,University of Iowa,1957-10-17
MAYFIKE01,Ken,Mayfield,G,1975,1975,6,2,185,Tuskegee University,1948-05-11
MAYNOER01,Eric,Maynor,G,2009,2009,6,3,175,VCU,1987-06-11
MAYOOJ01,O.J.,Mayo,G,2008,2009,6,4,210,University of Southern California,1987-11-05
MAYSTR01,Travis,Mays,G,1990,1992,6,2,190,University of Texas,1968-06-19
MAZZAMA01,Matt,Mazza,F,1949,1949,6,3,210,Michigan State University,1923-09-23
MBAHLU01,Luc Richard,Mbah a Moute,F,2008,2009,6,8,230,University of California at Los Angeles,1986-09-09
MBENGDJ01,D.J.,Mbenga,C,2004,2009,7,0,245,NULL,1980-12-30
MCADOBO01,Bob,McAdoo,C,1972,1985,6,9,210,University of North Carolina,1951-09-25
MCBRIKE01,Ken,McBride,G,1954,1954,6,3,190,University of Maryland Eastern Shore,1931-01-01
MCCANBO01,Bob,McCann,F,1989,1997,6,6,244,Morehead State University,1964-04-22
MCCANBR01,Brendan,McCann,G,1957,1959,6,2,178,Saint Bonaventure University,1935-07-05
MCCANME01,Mel,McCants,F,1989,1989,6,8,240,Purdue University,1967-08-19
MCCANRA01,Rashad,McCants,F,2005,2008,6,4,207,University of North Carolina,1984-09-25
MCCARMI01,Mike,McCarron,G,1946,1949,5,11,180,Seton Hall University,1922-03-02
MCCARAN01,Andre,McCarter,G,1976,1980,6,3,190,University of California - Los Angeles,1953-08-25
MCCARWI01,Willie,McCarter,G,1969,1971,6,3,175,Drake University,1946-07-26
MCCARJO01,Johnny,McCarthy,G,1956,1963,6,1,185,Canisius College,1934-04-25
MCCARKE01,Kelly,McCarty,G,1998,1998,6,7,200,University of Southern Mississippi,1975-08-24
MCCARHO01,Howie,McCarty,F,1946,1946,6,2,190,Wayne State University,1919-01-01
MCCARWA01,Walter,McCarty,F,1996,2005,6,10,230,University of Kentucky,1974-02-01
MCCASAM01,Amal,McCaskill,C,1996,2003,6,11,235,Marquette University,1973-10-28
MCCLADW01,Dwayne,McClain,G,1985,1985,6,6,185,Villanova University,1963-02-07
MCCLATE01,Ted,McClain,G,1971,1978,6,1,180,Tennessee State University,1946-08-30
MCCLIDA01,Dan,McClintock,C,2000,2000,7,0,260,Northern Arizona University,1977-04-19
MCCLOJA01,Jack,McCloskey,G,1952,1952,6,2,190,University of Pennsylvania ,1925-09-19
MCCLOGE01,George,McCloud,F,1989,2001,6,6,205,Florida State University,1967-05-27
MCCONJO01,John,McConathy,F,1951,1951,6,5,195,Northwestern State University,1930-04-09
MCCONPA01,Paul,McConnell,G,1952,1952,5,10,170,Marshall University,1928-07-01
MCCORKE01,Keith,McCord,G,1980,1980,6,7,210,University of Alabama at Birmingham,1957-06-22
MCCORTI01,Tim,McCormick,C,1984,1991,6,11,240,University of Michigan,1962-03-10
MCCOYJE01,Jelani,McCoy,C,1998,2007,6,10,245,University of California - Los Angeles,1977-12-06
MCCRAPA01,Paul,McCracken,G,1972,1976,6,4,180,California State University Northridge,1950-09-11
MCCRARO01,Rodney,McCray,F,1983,1992,6,7,220,University of Louisville,1961-08-29
MCCRASC01,Scooter,McCray,F,1983,1986,6,9,215,University of Louisville,1960-02-08
MCCRACH01,Chris,McCray,G,2006,2006,6,5,192,University of Maryland,1984-05-27
MCCULJO01,John,McCullough,G,1981,1981,6,4,190,University of Oklahoma,1956-10-05
MCDANCL01,Clint,McDaniel,G,1995,1995,6,4,180,University of Arkansas,1972-02-26
MCDANXA01,Xavier,McDaniel,F,1985,1997,6,7,205,Wichita State University,1963-06-04
MCDANJI01,Jim,McDaniels,C,1971,1977,6,11,228,Western Kentucky University,1948-04-02
MCDONBE01,Ben,McDonald,F,1985,1988,6,8,210,University of California Irvine,1962-07-20
MCDONGL01,Glenn,McDonald,F,1974,1976,6,6,190,California State University Long Beach,1952-03-18
MCDONMI01,Michael,McDonald,F,1997,1997,6,10,232,University of New Orleans,1969-02-13
MCDONRO01,Rod,McDonald,F,1970,1972,6,6,205,Whitworth College,1945-04-09
MCDOWHA01,Hank,McDowell,F,1981,1986,6,9,215,University of Memphis,1959-11-13
MCDYEAN01,Antonio,McDyess,F,1995,2009,6,9,220,University of Alabama,1974-09-07
MCELRJI01,Jim,McElroy,G,1975,1981,6,3,190,Central Michigan University,1953-10-04
MCFARPA01,Pat,McFarland,G,1973,1975,6,5,185,Saint Joseph's University,1951-12-07
MCFARIV01,Ivan,McFarlin,F,2006,2006,6,8,240,Oklahoma State University,1982-04-26
MCGAHME01,Mel,McGaha,G,1948,1948,6,1,190,University of Arkansas,1926-09-26
MCGEEMI01,Mike,McGee,F,1981,1989,6,5,190,University of Michigan,1959-07-29
MCGEEJA01,JaVale,McGee,C,2008,2009,7,0,237,University of Nevada - Reno,1988-01-19
MCGILBI01,Bill,McGill,C,1962,1969,6,9,225,University of Utah,1939-09-16
MCGINGE01,George,McGinnis,F,1971,1981,6,8,235,Indiana University,1950-08-12
MCGLOJO01,Jon,McGlocklin,G,1965,1975,6,5,205,Indiana University,1943-06-10
MCGRATR01,Tracy,McGrady,F,1997,2009,6,8,210,NULL,1979-05-24
MCGREGI01,Gil,McGregor,F,1971,1971,6,8,240,Wake Forest University,1949-06-14
MCGRIEL01,Elton,McGriff,C,1967,1968,6,9,225,Creighton University,1942-08-21
MCGUIAL01,Al,McGuire,G,1951,1954,6,2,180,Saint John's University,1928-09-07
MCGUIAL02,Allie,McGuire,G,1973,1973,6,3,175,Marquette University,1951-07-10
MCGUIDI01,Dick,McGuire,G,1949,1959,6,0,180,Saint John's University,1926-01-25
MCGUIDO01,Dominic,McGuire,F,2007,2009,6,9,220,Fresno State University,1985-10-20
MCHALKE01,Kevin,McHale,F,1980,1992,6,10,210,University of Minnesota,1957-12-19
MCHARMA01,Maurice,McHartley,G,1967,1969,6,3,185,North Carolina A&T State University,1942-08-01
MCILVJI01,Jim,McIlvaine,C,1994,2000,7,1,240,Marquette University,1972-07-30
MCINNJE01,Jeff,McInnis,G,1996,2007,6,4,190,University of North Carolina,1974-10-22
MCINTKE01,Kenny,McIntosh,F,1971,1974,6,7,225,Eastern Michigan University,1949-01-21
MCINTBO01,Bob,McIntyre,F,1967,1969,6,6,215,Saint John's University,1944-01-23
MCKEEJE01,Jerry,McKee,G,1969,1969,6,3,190,Ohio University,1946-08-04
MCKENKE01,Kevin,McKenna,F,1981,1987,6,5,195,Creighton University,1959-01-08
MCKENST01,Stan,McKenzie,F,1967,1973,6,5,195,New York University,1944-10-06
MCKENFO01,Forrest,McKenzie,F,1986,1986,6,7,200,Loyola Marymount University,1963-02-16
MCKEYDE01,Derrick,McKey,F,1987,2001,6,9,205,University of Alabama,1966-10-10
MCKIEAA01,Aaron,McKie,G,1994,2006,6,5,209,Temple University,1972-10-02
MCKINBI01,Billy,McKinney,G,1978,1985,6,0,160,Northwestern University,1955-06-05
MCKINCA01,Carlton,McKinney,F,1989,1991,6,4,190,Southern Methodist University,1964-10-21
MCKINHO01,Horace,McKinney,F,1946,1951,6,6,185,University of North Carolina,1919-01-01
MCLEMMC01,Mccoy,McLemore,F,1964,1971,6,7,230,Drake University,1942-04-03
MCLEOGE01,George,McLeod,F,1952,1952,6,5,200,Texas Christian University,1931-01-03
MCLEORO01,Roshown,McLeod,F,1998,2000,6,8,221,Duke University,1975-11-17
MCLEOKE01,Keith,McLeod,G,2003,2006,6,2,190,Bowling Green University,1979-11-05
MCMAHJA01,Jack,McMahon,G,1952,1959,6,1,185,Saint John's University,1928-12-03
MCMILNA01,Nate,McMillan,G,1986,1997,6,5,195,North Carolina State University,1964-08-03
MCMILTO01,Tom,McMillen,F,1975,1985,6,11,215,University of Maryland,1952-05-26
MCMILJI01,Jim,McMillian,F,1970,1978,6,5,215,Columbia University,1948-03-11
MCMILSH01,Shellie,McMillon,F,1958,1961,6,5,205,Bradley University,1936-03-11
MCMULMA01,Malcolm,McMullan,C,1949,1950,6,5,210,Xavier University,1927-08-03
MCNABCH01,Chet,McNabb,F,1947,1947,6,2,200,Arizona State University,1921-01-01
MCNAMMA01,Mark,McNamara,C,1982,1990,6,11,235,University of California Berkeley,1959-06-08
MCNAMJO01,Joe,McNamee,C,1950,1951,6,6,210,University of San Francisco ,1926-09-24
MCNEACH01,Chris,McNealy,F,1985,1987,6,7,210,San Jose State University,1961-07-15
MCNEIBO01,Bob,McNeill,G,1960,1961,6,1,170,Saint Joseph's University,1938-10-22
MCNEILA01,Larry,McNeill,F,1973,1978,6,9,195,Marquette University,1951-01-31
MCNULCA01,Carl,McNulty,G,1954,1954,6,3,185,Purdue University,1930-02-14
MCPHEPA01,Paul,McPherson,G,2000,2000,6,4,210,DePaul University,1978-04-03
MCPIPRO01,Roy,McPipe,G,1974,1974,6,3,205,Montana State University-Billings,1950-05-05
MCQUECO01,Cozell,McQueen,F,1986,1986,6,11,235,North Carolina State University,1962-01-18
MCREYTH01,Thales,McReynolds,G,1965,1965,6,3,185,Miles College,1943-06-08
MCROBJO01,Josh,McRoberts,F,2007,2009,6,10,240,Duke University,1987-02-28
